"education_summary_put_code","education_summary_department_name","education_summary_role_title","education_summary_url","education_summary_external_ids","education_summary_display_index","education_summary_visibility","education_summary_path","education_summary_created_date_value","education_summary_last_modified_date_value","education_summary_source_source_client_id","education_summary_source_assertion_origin_orcid","education_summary_source_assertion_origin_client_id","education_summary_source_assertion_origin_name","education_summary_source_source_orcid_uri","education_summary_source_source_orcid_path","education_summary_source_source_orcid_host","education_summary_source_source_name_value","education_summary_start_date_day","education_summary_start_date_year_value","education_summary_start_date_month_value","education_summary_end_date_day","education_summary_end_date_year_value","education_summary_end_date_month_value","education_summary_organization_name","education_summary_organization_address_city","education_summary_organization_address_region","education_summary_organization_address_country","education_summary_organization_disambiguated_organization_disambiguated_organization_identifier","education_summary_organization_disambiguated_organization_disambiguation_source","education_summary_organization_disambiguated_organization","education_summary_start_date_day_value","education_summary_end_date_day_value","education_summary_start_date_month","education_summary_end_date_month","education_summary_start_date","education_summary_end_date","education_summary_url_value","ORCID"
3339413,"Law","JD",NA,NA,"0","public","/0000-0003-3806-9161/education/3339413",2017-03-03,2017-03-03,NA,NA,NA,NA,"https://orcid.org/0000-0003-3806-9161","0000-0003-3806-9161","orcid.org","Karen Levy",NA,"2003",NA,NA,"2006",NA,"Indiana University Bloomington Maurer School of Law","Bloomington","IN","US","33730","RINGGOLD",NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-3806-9161"
9163261,"Psychology","PhD",NA,NA,"1","public","/0000-0001-8086-9643/education/9163261",2019-11-19,2019-11-19,NA,NA,NA,NA,"https://orcid.org/0000-0001-8086-9643","0000-0001-8086-9643","orcid.org","Nicole Legate",NA,"2008","08",NA,"2014","05","University of Rochester","Rochester","NY","US",NA,NA,NA,"01","15",NA,NA,NA,NA,NA,"0000-0001-8086-9643"
1004880,NA,"PhD in Psychology",NA,NA,"0","public","/0000-0001-6423-0524/education/1004880",2015-07-02,2017-12-15,NA,NA,NA,NA,"https://orcid.org/0000-0001-6423-0524","0000-0001-6423-0524","orcid.org","Marcos Díaz-Lago",NA,"2013","01",NA,"2017","12","Universidad de Deusto","Bilbao","País Vasco","ES","16392","RINGGOLD",NA,"01","14",NA,NA,NA,NA,NA,"0000-0001-6423-0524"
1004875,NA,"MSc in Neuroscience",NA,NA,"0","public","/0000-0001-6423-0524/education/1004875",2015-07-02,2015-07-02,NA,NA,NA,NA,"https://orcid.org/0000-0001-6423-0524","0000-0001-6423-0524","orcid.org","Marcos Díaz-Lago",NA,"2010","09",NA,"2012","06","Universidade de Santiago de Compostela","Santiago de Compostela","Galicia","ES","16780","RINGGOLD",NA,"01","31",NA,NA,NA,NA,NA,"0000-0001-6423-0524"
1004873,NA,"BA in Psychology",NA,NA,"0","public","/0000-0001-6423-0524/education/1004873",2015-07-02,2015-07-02,NA,NA,NA,NA,"https://orcid.org/0000-0001-6423-0524","0000-0001-6423-0524","orcid.org","Marcos Díaz-Lago",NA,"2005","09",NA,"2010","06","Universidade de Santiago de Compostela","Santiago de Compostela","Galicia","ES","16780","RINGGOLD",NA,"01","31",NA,NA,NA,NA,NA,"0000-0001-6423-0524"
420182,"Psychology","PhD",NA,NA,"0","public","/0000-0001-8203-8018/education/420182",2014-08-25,2016-05-25,NA,NA,NA,NA,"https://orcid.org/0000-0001-8203-8018","0000-0001-8203-8018","orcid.org","Michael C Philipp",NA,NA,NA,NA,"2012",NA,"University of Queensland","Brisbane","QLD","AU","1974","RINGGOLD",NA,NA,NA,NA,NA,NA,NA,NA,"0000-0001-8203-8018"
420180,"Psychology","MA",NA,NA,"0","public","/0000-0001-8203-8018/education/420180",2014-08-25,2014-08-25,NA,NA,NA,NA,"https://orcid.org/0000-0001-8203-8018","0000-0001-8203-8018","orcid.org","Michael C Philipp",NA,NA,NA,NA,"2005",NA,"University of Northern Iowa","Cedar Falls","IA","US","2313","RINGGOLD",NA,NA,NA,NA,NA,NA,NA,NA,"0000-0001-8203-8018"
420179,"Communication","MA",NA,NA,"0","public","/0000-0001-8203-8018/education/420179",2014-08-25,2014-08-25,NA,NA,NA,NA,"https://orcid.org/0000-0001-8203-8018","0000-0001-8203-8018","orcid.org","Michael C Philipp",NA,NA,NA,NA,"2001",NA,"University of Maryland at College Park","College Park","MD","US","1068","RINGGOLD",NA,NA,NA,NA,NA,NA,NA,NA,"0000-0001-8203-8018"
1256266,NA,NA,NA,NA,"0","public","/0000-0002-4026-1921/education/1256266",2015-10-16,2015-10-16,NA,NA,NA,NA,"https://orcid.org/0000-0002-4026-1921","0000-0002-4026-1921","orcid.org","Oulmann Zerhouni",NA,NA,NA,NA,NA,NA,"Université Grenoble Alpes","Saint-Martin-d'Heres","Rhône-Alpes","FR","133618","RINGGOLD",NA,NA,NA,NA,NA,NA,NA,NA,"0000-0002-4026-1921"
6487382,"Psychology","Dr. rer. nat",NA,NA,"1","public","/0000-0002-8678-0145/education/6487382",2018-09-25,2018-09-25,NA,NA,NA,NA,"https://orcid.org/0000-0002-8678-0145","0000-0002-8678-0145","orcid.org","Ricardo M Tamayo",NA,"2003","09",NA,"2008","10","Humboldt-Universität zu Berlin","Berlin","Berlin","DE","9373","RINGGOLD",NA,"01","31",NA,NA,NA,NA,"https://www.hu-berlin.de","0000-0002-8678-0145"
1872224,NA,NA,NA,NA,"0","public","/0000-0003-2737-8049/education/1872224",2016-05-30,2016-05-30,NA,NA,NA,NA,"https://orcid.org/0000-0003-2737-8049","0000-0003-2737-8049","orcid.org","Olivier Klein",NA,NA,NA,NA,NA,NA,"Université Libre de Bruxelles","Brussels",NA,"BE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-2737-8049"
2726888,"Economics","HDR",NA,NA,"0","public","/0000-0001-6925-0970/education/2726888",2016-12-06,2016-12-06,NA,NA,NA,NA,"https://orcid.org/0000-0001-6925-0970","0000-0001-6925-0970","orcid.org","Angela Sutan",NA,"2011","01",NA,"2011","01","University of Montpellier","Montpellier","France","FR",NA,NA,NA,"01","01",NA,NA,NA,NA,NA,"0000-0001-6925-0970"
2726877,"Economics","PhD",NA,NA,"0","public","/0000-0001-6925-0970/education/2726877",2016-12-06,2016-12-06,NA,NA,NA,NA,"https://orcid.org/0000-0001-6925-0970","0000-0001-6925-0970","orcid.org","Angela Sutan",NA,"2001","09",NA,"2005","09","University of Strasbourg","Strasbourg","France","FR",NA,NA,NA,"01","01",NA,NA,NA,NA,NA,"0000-0001-6925-0970"
1605057,"Department of Economics","PhD in Economics",NA,NA,"1","public","/0000-0001-9606-0427/education/1605057",2016-02-29,2019-02-22,NA,NA,NA,NA,"https://orcid.org/0000-0001-9606-0427","0000-0001-9606-0427","orcid.org","Felix Holzmeister",NA,"2014","10",NA,"2018","06","University of Innsbruck","Innsbruck","Tyrol","AT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0001-9606-0427"
1605051,"Department of Banking and Finance","MSc. in Banking and Finance",NA,NA,"0","public","/0000-0001-9606-0427/education/1605051",2016-02-29,2019-02-22,NA,NA,NA,NA,"https://orcid.org/0000-0001-9606-0427","0000-0001-9606-0427","orcid.org","Felix Holzmeister",NA,"2012","10",NA,"2014","06","University of Innsbruck","Innsbruck","Tyrol","AT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0001-9606-0427"
1605049,NA,"BSc. in Management and Economics",NA,NA,"0","public","/0000-0001-9606-0427/education/1605049",2016-02-29,2019-02-22,NA,NA,NA,NA,"https://orcid.org/0000-0001-9606-0427","0000-0001-9606-0427","orcid.org","Felix Holzmeister",NA,"2008","10",NA,"2012","02","University of Innsbruck","Innsbruck","Tyrol","AT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0001-9606-0427"
5823736,"Psychology","PhD",NA,NA,"1","public","/0000-0002-1050-0151/education/5823736",2018-05-14,2019-10-17,NA,NA,NA,NA,"https://orcid.org/0000-0002-1050-0151","0000-0002-1050-0151","orcid.org","Keith Wylie",NA,"2014","08",NA,"2019","06","Florida International University","Miami","Florida","US",NA,NA,NA,"18","28",NA,NA,NA,NA,NA,"0000-0002-1050-0151"
8919770,"Psychology","BS",NA,NA,"1","public","/0000-0002-1050-0151/education/8919770",2019-10-17,2019-10-17,NA,NA,NA,NA,"https://orcid.org/0000-0002-1050-0151","0000-0002-1050-0151","orcid.org","Keith Wylie",NA,"2011","08",NA,"2014","05","University of Central Florida","Orlando","FL","US","6243","RINGGOLD",NA,NA,NA,NA,NA,NA,NA,NA,"0000-0002-1050-0151"
1349749,NA,"Venia Docendi in Business Administration",NA,NA,"0","public","/0000-0003-0073-0321/education/1349749",2015-11-17,2015-11-17,NA,NA,NA,NA,"https://orcid.org/0000-0003-0073-0321","0000-0003-0073-0321","orcid.org","Juergen Huber",NA,NA,NA,NA,"2007","05","University of Innsbruck","Innsbruck",NA,"AT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0073-0321"
1349723,NA,"Doctor of Political Sciences",NA,NA,"0","public","/0000-0003-0073-0321/education/1349723",2015-11-17,2015-11-17,NA,NA,NA,NA,"https://orcid.org/0000-0003-0073-0321","0000-0003-0073-0321","orcid.org","Juergen Huber",NA,NA,NA,NA,"2001","10","University of Innsbruck","Innsbruck",NA,"AT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0073-0321"
1349734,NA,"Doctor of Social and Economic Siences",NA,NA,"0","public","/0000-0003-0073-0321/education/1349734",2015-11-17,2015-11-17,NA,NA,NA,NA,"https://orcid.org/0000-0003-0073-0321","0000-0003-0073-0321","orcid.org","Juergen Huber",NA,NA,NA,NA,"2001","07","University of Innsbruck","Innsbruck",NA,"AT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0073-0321"
1349736,NA,"Mag.rer.soc.oec. of Business and Economics",NA,NA,"0","public","/0000-0003-0073-0321/education/1349736",2015-11-17,2015-11-17,NA,NA,NA,NA,"https://orcid.org/0000-0003-0073-0321","0000-0003-0073-0321","orcid.org","Juergen Huber",NA,NA,NA,NA,"1998","07","University of Innsbruck","Innsbruck",NA,"AT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0073-0321"
17103291,NA,"PhD",NA,NA,"1","public","/0000-0002-4285-8537/education/17103291",2022-02-24,2022-02-24,NA,NA,NA,NA,"https://orcid.org/0000-0002-4285-8537","0000-0002-4285-8537","orcid.org","Chris Donkin",NA,"2007",NA,NA,"2009",NA,"The University of Newcastle","Callaghan","NSW","AU","5982","RINGGOLD",NA,NA,NA,NA,NA,NA,NA,NA,"0000-0002-4285-8537"
2403436,"Psychology","PhD",NA,NA,"0","public","/0000-0002-5030-4091/education/2403436",2016-10-11,2017-01-24,NA,NA,NA,NA,"https://orcid.org/0000-0002-5030-4091","0000-0002-5030-4091","orcid.org","Don van Ravenzwaaij",NA,"2008","01",NA,"2012","04","University of Amsterdam","Amsterdam",NA,"NL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0002-5030-4091"
2403603,"Psychology","Research Master of Science",NA,NA,"0","public","/0000-0002-5030-4091/education/2403603",2016-10-11,2017-01-24,NA,NA,NA,NA,"https://orcid.org/0000-0002-5030-4091","0000-0002-5030-4091","orcid.org","Don van Ravenzwaaij",NA,"2005","09",NA,"2007","09","University of Amsterdam","Amsterdam",NA,"NL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0002-5030-4091"
2403609,"Psychology","Bachelor of Science",NA,NA,"0","public","/0000-0002-5030-4091/education/2403609",2016-10-11,2017-01-24,NA,NA,NA,NA,"https://orcid.org/0000-0002-5030-4091","0000-0002-5030-4091","orcid.org","Don van Ravenzwaaij",NA,"2002","09",NA,"2005","09","University of Amsterdam","Amsterdam",NA,"NL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0002-5030-4091"
12069636,"Psychology","Doctor of Philosophy",NA,NA,"1","public","/0000-0002-8301-7726/education/12069636",2020-07-07,2020-07-07,NA,NA,NA,NA,"https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"1972","09",NA,"1975","07","McGill University","QC","QC","CA","http://dx.doi.org/10.13039/100008582","FUNDREF",NA,"01","18",NA,NA,NA,NA,NA,"0000-0002-8301-7726"
12069491,"Psychology","Master of Science",NA,NA,"1","public","/0000-0002-8301-7726/education/12069491",2020-07-07,2020-07-07,NA,NA,NA,NA,"https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"1970","09",NA,"1972","05","University of Alberta","Edmonton","AB","CA","3158","RINGGOLD",NA,"01","01",NA,NA,NA,NA,NA,"0000-0002-8301-7726"
12069474,NA,"Bachelor of Arts",NA,NA,"1","public","/0000-0002-8301-7726/education/12069474",2020-07-07,2020-07-09,NA,NA,NA,NA,"https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"1966",NA,NA,"1969",NA,"University of Alberta","Edmonton","AB","CA","3158","RINGGOLD",NA,NA,NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
6323820,"Cognitive Science","PhD",NA,NA,"1","public","/0000-0002-9019-6574/education/6323820",2018-08-24,2018-08-24,NA,NA,NA,NA,"https://orcid.org/0000-0002-9019-6574","0000-0002-9019-6574","orcid.org","Jennifer Trueblood",NA,"2007",NA,NA,"2012","06","Indiana University Bloomington","Bloomington","IN","US","1771","RINGGOLD",NA,NA,NA,NA,NA,NA,NA,NA,"0000-0002-9019-6574"
2033206,"Psychology","Ph.D.",NA,NA,"0","public","/0000-0002-5372-4323/education/2033206",2016-07-19,2016-07-19,NA,NA,NA,NA,"https://orcid.org/0000-0002-5372-4323","0000-0002-5372-4323","orcid.org","Melvin Yap",NA,"2002","08",NA,"2007","07","Washington University in St. Louis","MO","MO","US","http://dx.doi.org/10.13039/100007268","FUNDREF",NA,"01","01",NA,NA,NA,NA,NA,"0000-0002-5372-4323"
2033195,"Psychology","B.Soc.Sci. (Hons)",NA,NA,"0","public","/0000-0002-5372-4323/education/2033195",2016-07-19,2019-10-15,NA,NA,NA,NA,"https://orcid.org/0000-0002-5372-4323","0000-0002-5372-4323","orcid.org","Melvin Yap",NA,"1995","08",NA,"1999","06","National University of Singapore","Singapore",NA,"SG","37580","RINGGOLD",NA,"01","01",NA,NA,NA,NA,NA,"0000-0002-5372-4323"
156566,"Psychology","Ph.D.",NA,NA,"0","public","/0000-0002-9689-4189/education/156566",2014-03-11,2014-07-22,NA,NA,NA,NA,"https://orcid.org/0000-0002-9689-4189","0000-0002-9689-4189","orcid.org","Buchanan, Erin M.",NA,"2004","08",NA,"2008","08","Texas Tech University","Lubbock","TX","US","6177","RINGGOLD",NA,"01","09",NA,NA,NA,NA,NA,"0000-0002-9689-4189"
156565,"Psychology","M.A.",NA,NA,"0","public","/0000-0002-9689-4189/education/156565",2014-03-11,2014-07-22,NA,NA,NA,NA,"https://orcid.org/0000-0002-9689-4189","0000-0002-9689-4189","orcid.org","Buchanan, Erin M.",NA,"2004","08",NA,"2006","12","Texas Tech University","Lubbock","TX","US","6177","RINGGOLD",NA,"01","15",NA,NA,NA,NA,NA,"0000-0002-9689-4189"
156562,"Psychology","B.S.",NA,NA,"0","public","/0000-0002-9689-4189/education/156562",2014-03-11,2014-07-22,NA,NA,NA,NA,"https://orcid.org/0000-0002-9689-4189","0000-0002-9689-4189","orcid.org","Buchanan, Erin M.",NA,"2001","08",NA,"2004","05","Texas A&M University","College Station","TX","US","14736","RINGGOLD",NA,"01","15",NA,NA,NA,NA,NA,"0000-0002-9689-4189"
5811113,"Department of Electronics, Information and Bioengineering","Ph.D. cum Laude in Bioengineering",NA,NA,"0","public","/0000-0003-0388-6321/education/5811113",2018-05-11,2018-05-11,NA,NA,NA,NA,"https://orcid.org/0000-0003-0388-6321","0000-0003-0388-6321","orcid.org","Alberto Antonietti",NA,"2014","11",NA,"2018","04","Politecnico di Milano","Milano",NA,"IT",NA,NA,NA,"01","30",NA,NA,NA,NA,NA,"0000-0003-0388-6321"
152732,"Department of Electronics, Information and Bioengineering","Master Degree in Biomedical Engineering",NA,NA,"0","public","/0000-0003-0388-6321/education/152732",2014-03-10,2019-10-15,NA,NA,NA,NA,"https://orcid.org/0000-0003-0388-6321","0000-0003-0388-6321","orcid.org","Alberto Antonietti",NA,"2011",NA,NA,"2013",NA,"Politecnico di Milano","Milano",NA,"IT","18981","RINGGOLD",NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0388-6321"
152730,"Department of Electronics, Information and Bioengineering","Bachelor Degree in Automation Engineering",NA,NA,"0","public","/0000-0003-0388-6321/education/152730",2014-03-10,2019-10-15,NA,NA,NA,NA,"https://orcid.org/0000-0003-0388-6321","0000-0003-0388-6321","orcid.org","Alberto Antonietti",NA,"2008",NA,NA,"2011",NA,"Politecnico di Milano","Milano",NA,"IT","18981","RINGGOLD",NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0388-6321"
15624762,"Behavioural Science Institute; Donders Institute for Brain, Cognition, and Behaviour","PhD",NA,NA,"1","public","/0000-0001-5631-0233/education/15624762",2021-08-25,2021-08-25,NA,NA,NA,NA,"https://orcid.org/0000-0001-5631-0233","0000-0001-5631-0233","orcid.org","A.B. Losecaat Vermeer",NA,"2011",NA,NA,"2015",NA,"Radboud Universiteit","Nijmegen","Gelderland","NL","6029","RINGGOLD",NA,NA,NA,NA,NA,NA,NA,NA,"0000-0001-5631-0233"
4822458,"Computer Science and Telecommunication","PhD",NA,NA,"0","public","/0000-0001-7653-1519/education/4822458",2017-10-26,2017-10-26,NA,NA,NA,NA,"https://orcid.org/0000-0001-7653-1519","0000-0001-7653-1519","orcid.org","Emanuele Olivetti",NA,"2005",NA,NA,"2008",NA,"University of Trento","Trento","Trentino Alto Adige","IT","grid.11696.39","GRID",NA,NA,NA,NA,NA,NA,NA,NA,"0000-0001-7653-1519"
1115222,"Psychology","Ph.D.",NA,NA,"0","public","/0000-0001-9813-3167/education/1115222",2015-08-19,2015-08-19,NA,NA,NA,NA,"https://orcid.org/0000-0001-9813-3167","0000-0001-9813-3167","orcid.org","Taylor Salo",NA,"2015","08",NA,NA,NA,"Florida International University","Miami","FL","US","5450","RINGGOLD",NA,"17",NA,NA,NA,NA,NA,NA,"0000-0001-9813-3167"
1115221,"Psychology","B.A.",NA,NA,"0","public","/0000-0001-9813-3167/education/1115221",2015-08-19,2015-08-19,NA,NA,NA,NA,"https://orcid.org/0000-0001-9813-3167","0000-0001-9813-3167","orcid.org","Taylor Salo",NA,"2009","08",NA,"2013","05","Cornell University","Ithaca","NY","US","5922","RINGGOLD",NA,NA,NA,NA,NA,NA,NA,NA,"0000-0001-9813-3167"
4912680,"Psychology","PhD",NA,NA,"1","public","/0000-0002-0946-6662/education/4912680",2017-11-14,2021-02-09,NA,NA,NA,NA,"https://orcid.org/0000-0002-0946-6662","0000-0002-0946-6662","orcid.org","Sarah M Tashjian",NA,"2015","09",NA,"2020","09","University of California Los Angeles","Los Angeles","CA","US","8783","RINGGOLD",NA,"01","01",NA,NA,NA,NA,NA,"0000-0002-0946-6662"
4912677,"Law","JD",NA,NA,"0","public","/0000-0002-0946-6662/education/4912677",2017-11-14,2017-11-14,NA,NA,NA,NA,"https://orcid.org/0000-0002-0946-6662","0000-0002-0946-6662","orcid.org","Sarah M Tashjian",NA,"2007","08",NA,"2010","05","Columbia University","New York","NY","US","5798","RINGGOLD",NA,"01","01",NA,NA,NA,NA,NA,"0000-0002-0946-6662"
4912674,"Criminology","BA",NA,NA,"1","public","/0000-0002-0946-6662/education/4912674",2017-11-14,2021-02-09,NA,NA,NA,NA,"https://orcid.org/0000-0002-0946-6662","0000-0002-0946-6662","orcid.org","Sarah M Tashjian",NA,"2003","08",NA,"2007","05","University of Florida","Gainesville","FL","US","3463","RINGGOLD",NA,"01","01",NA,NA,NA,NA,NA,"0000-0002-0946-6662"
13969020,"Psychology","BS",NA,NA,"1","public","/0000-0002-0946-6662/education/13969020",2021-02-09,2021-02-09,NA,NA,NA,NA,"https://orcid.org/0000-0002-0946-6662","0000-0002-0946-6662","orcid.org","Sarah M Tashjian",NA,"2003","08",NA,"2007","05","University of Florida","Gainesville","FL","US",NA,NA,NA,"01","01",NA,NA,NA,NA,NA,"0000-0002-0946-6662"
275854,"Economics","Ph.D",NA,NA,"0","public","/0000-0002-1938-4660/education/275854",2014-05-21,2014-07-22,NA,NA,NA,NA,"https://orcid.org/0000-0002-1938-4660","0000-0002-1938-4660","orcid.org","Alec Smith",NA,"2006",NA,NA,"2009",NA,"University of Arizona","Tucson","AZ","US","8041","RINGGOLD",NA,NA,NA,NA,NA,NA,NA,NA,"0000-0002-1938-4660"
275851,"Economics","M.A.",NA,NA,"0","public","/0000-0002-1938-4660/education/275851",2014-05-21,2014-07-22,NA,NA,NA,NA,"https://orcid.org/0000-0002-1938-4660","0000-0002-1938-4660","orcid.org","Alec Smith",NA,"2004",NA,NA,"2006",NA,"University of Arizona","Tucson","AZ","US","8041","RINGGOLD",NA,NA,NA,NA,NA,NA,NA,NA,"0000-0002-1938-4660"
3730763,"Psychology","Graduate Student",NA,NA,"0","public","/0000-0002-1962-3633/education/3730763",2017-04-24,2017-04-24,NA,NA,NA,NA,"https://orcid.org/0000-0002-1962-3633","0000-0002-1962-3633","orcid.org","Joshua E. Zosky",NA,"2014","08",NA,NA,NA,"University of Nebraska-Lincoln","Lincoln","NE","US","14719","RINGGOLD",NA,"25",NA,NA,NA,NA,NA,NA,"0000-0002-1962-3633"
2020328,"School of Behavioral and Brain Sciences","PhD Cognition and Neuroscience",NA,NA,"0","public","/0000-0002-3242-6407/education/2020328",2016-07-15,2016-07-15,NA,NA,NA,NA,"https://orcid.org/0000-0002-3242-6407","0000-0002-3242-6407","orcid.org","Jenny Rieck",NA,"2009","08",NA,"2015","06","The University of Texas at Dallas","Richardson","TX","US",NA,NA,NA,"01","02",NA,NA,NA,NA,NA,"0000-0002-3242-6407"
763746,NA,"PhD",NA,NA,"0","public","/0000-0002-7178-9534/education/763746",2015-03-03,2015-03-03,NA,NA,NA,NA,"https://orcid.org/0000-0002-7178-9534","0000-0002-7178-9534","orcid.org","Emiliano Ricciardi",NA,"2001","01",NA,"2004","12","Scuola Superiore Sant'Anna","Pisa","Toscana","IT","19005","RINGGOLD",NA,"01","04",NA,NA,NA,NA,NA,"0000-0002-7178-9534"
763744,NA,"MD",NA,NA,"0","public","/0000-0002-7178-9534/education/763744",2015-03-03,2015-03-03,NA,NA,NA,NA,"https://orcid.org/0000-0002-7178-9534","0000-0002-7178-9534","orcid.org","Emiliano Ricciardi",NA,"1994","10",NA,"2000","09","Università degli Studi di Pisa Facoltà di Medicina e Chirurgia","Pisa","Toscana","IT","9310","RINGGOLD",NA,"01","27",NA,NA,NA,NA,NA,"0000-0002-7178-9534"
7637693,"Mckelvey School of Engineering","PhD",NA,NA,"1","public","/0000-0002-7361-6020/education/7637693",2019-04-04,2021-01-27,NA,NA,NA,NA,"https://orcid.org/0000-0002-7361-6020","0000-0002-7361-6020","orcid.org","Aahana Bajracharya",NA,"2018","08",NA,NA,NA,"Washington University in Saint Louis","Saint Louis","MO","US","7548","RINGGOLD",NA,NA,NA,NA,NA,NA,NA,NA,"0000-0002-7361-6020"
2175067,"Biology and Biomedical Sciences","MA",NA,NA,"1","public","/0000-0002-7361-6020/education/2175067",2016-08-25,2021-01-27,NA,NA,NA,NA,"https://orcid.org/0000-0002-7361-6020","0000-0002-7361-6020","orcid.org","Aahana Bajracharya",NA,"2016","08",NA,"2018","08","Washington University in Saint Louis","Saint Louis","MO","US","7548","RINGGOLD",NA,NA,NA,NA,NA,NA,NA,NA,"0000-0002-7361-6020"
2175064,NA,"BA",NA,NA,"1","public","/0000-0002-7361-6020/education/2175064",2016-08-25,2021-01-27,NA,NA,NA,NA,"https://orcid.org/0000-0002-7361-6020","0000-0002-7361-6020","orcid.org","Aahana Bajracharya",NA,"2012","08",NA,"2016","05","Wesleyan College","Macon","GA","US","5226","RINGGOLD",NA,NA,NA,NA,NA,NA,NA,NA,"0000-0002-7361-6020"
7667951,"Psychology","PhD",NA,NA,"1","public","/0000-0003-0557-3548/education/7667951",2019-04-09,2019-04-09,NA,NA,NA,NA,"https://orcid.org/0000-0003-0557-3548","0000-0003-0557-3548","orcid.org","Jeffrey B Dennison",NA,"2018",NA,NA,NA,NA,"Temple University","Philadelphia","PA","US","6558","RINGGOLD",NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0557-3548"
7667942,"Psychology","MA",NA,NA,"1","public","/0000-0003-0557-3548/education/7667942",2019-04-09,2019-04-09,NA,NA,NA,NA,"https://orcid.org/0000-0003-0557-3548","0000-0003-0557-3548","orcid.org","Jeffrey B Dennison",NA,"2014",NA,NA,"2016",NA,"New York University","New York","NY","US","5894","RINGGOLD",NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0557-3548"
7667938,"Psychology","BA",NA,NA,"1","public","/0000-0003-0557-3548/education/7667938",2019-04-09,2019-04-09,NA,NA,NA,NA,"https://orcid.org/0000-0003-0557-3548","0000-0003-0557-3548","orcid.org","Jeffrey B Dennison",NA,"2010",NA,NA,"2013",NA,"Hawaii Pacific University","Honolulu","HI","US","3948","RINGGOLD",NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0557-3548"
7104028,"Physics","PhD",NA,NA,"1","public","/0000-0003-3379-8744/education/7104028",2019-01-12,2019-01-12,NA,NA,NA,NA,"https://orcid.org/0000-0003-3379-8744","0000-0003-3379-8744","orcid.org","Angela Laird",NA,"1998","08",NA,"2002","12","University of Wisconsin","Madison","Wisconsin","US",NA,NA,NA,"15","15",NA,NA,NA,NA,NA,"0000-0003-3379-8744"
2077691,"Psychology","Ph.D.",NA,NA,"0","public","/0000-0003-4694-2493/education/2077691",2016-07-31,2016-07-31,NA,NA,NA,NA,"https://orcid.org/0000-0003-4694-2493","0000-0003-4694-2493","orcid.org","Doris Pischedda",NA,"2010","01",NA,"2014","02","University of Milano-Bicocca","Milan",NA,"IT",NA,NA,NA,"01","11",NA,NA,NA,NA,NA,"0000-0003-4694-2493"
2077688,"Psychology","MSc",NA,NA,"0","public","/0000-0003-4694-2493/education/2077688",2016-07-31,2016-07-31,NA,NA,NA,NA,"https://orcid.org/0000-0003-4694-2493","0000-0003-4694-2493","orcid.org","Doris Pischedda",NA,"2006","10",NA,"2009","07","University of Milano-Bicocca","Milan",NA,"IT",NA,NA,NA,NA,"13",NA,NA,NA,NA,NA,"0000-0003-4694-2493"
2077685,"Psychology","BSc",NA,NA,"0","public","/0000-0003-4694-2493/education/2077685",2016-07-31,2016-07-31,NA,NA,NA,NA,"https://orcid.org/0000-0003-4694-2493","0000-0003-4694-2493","orcid.org","Doris Pischedda",NA,"2003","09",NA,"2006","07","University of Milano-Bicocca","Milan",NA,"IT",NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,"0000-0003-4694-2493"
